View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
807,"CAROLINA MOBILITY SALES, LLC",,JAMES  BRANNING,,4025 QUEEN CITY DR,,CHARLOTTE,NC,28208-3509,,Yes,611T7,12,119,831068700,1201,Y,USA,Main,1520,www.achievemobility.com,2007,,,,,LL,,,,,,
808,ADMIN. PLUS OF CHARLOTTE LLC,,Tangula  Shipman,,7518 ARAGORN LANE,,CHARLOTTE,NC,28212-1537,,Yes,6VX53,12,119,2814231,1201,Y,USA,Main,1520,,2007,,,,,LL,,,"3RD PARTY ADMIN, PAYROLL SERVICES, ACCOUNTING SERVICES, INSURANCE, PENSION FUNDS, MEDICAL BILLING, VERIFICATION",,,
809,"GARDNER'S, DONALD PAINT & BODY SHOP INC",DONALD GARDNER'S PAINT & BODY SHOP,Jennifer Gardner,,3300 BEAM RD,,CHARLOTTE,NC,28217-9403,,Yes,32WN3,12,119,618418719,1201,Y,USA,Main,1520,,1972,,,,,,,,,,,
810,Atomic Marketing Solutions Agency ,ATOMIC MARKETING CONSULTANTS ,TOSHIKO FOWLER,,12900 York Ridge Dr ,,Charlotte,NC,28273-6640,,Yes,76PQ5,9,119,79495950,1201,Y,USA,Main,1520,,2014,,,,,,,,,,,
811,RAMSEY-PEELE CORPORATION,,Ray Kennedy,,8350 ARROWRIDGE BLVD,,CHARLOTTE,NC,28273-5755,,Yes,6DBJ1,12,119,844693783,1201,Y,USA,Main,1520,,1987,,,,,,,,,,,
1,BECO CONSTRUCTION,,Jerry Browning,,4577 HWY 73 WEST,,MOUNT GILEAD,NC,27306-0000,,No,6RFD7,8,123,167546139,1001,Y,USA,Main,,,2004,,,,,LL,,,,,,"236118, 236220, 237110, 238110, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238310, 238320, 238350, 238910, 238990"
2,"Carolina Growler, Inc. ",,JOHN CREWS,,473 N Main St ,,Star,NC,27356-7560,"Carolina Growler Inc. (CGI) is a HUBZone certified, veteran-owned small business specializing in support of US government agencies that are focused on military vehicle and trailer manufacturing, vehicle maintenance and repair, and surveillance systems.",Yes,550C1,8,123,11788453,1201,Y,USA,Branch,,http://www.growlerme.com,2007,,,2/2/2010,,SC,,,"Trailers, Utilityvehicles, Huntingstands",,"Truck/vehicle/trailer mfg; transportation equipment; prefab. metal towers; engineering services; special aircraft and aircraft equipment mfg; automotive body, paint repair/maintenance. Milling, turning, water jet, press brake, AWS D1.1/1.2 cert. welding.","332312, 332510, 332710, 332999, 333924, 333992, 334511, 336112, 336212, 336214, 336413, 336999, 339920, 541330, 541330, 541330, 541330, 541420, 541712, 541712, 541712, 541712, 811121"
3,"W & D ELECTRIC, INC.",,SHERRY  Ingram,Secreatary,8203 TWIN HARBOR DR,,MOUNT GILEAD,NC,27306-9511,,Yes,1DEQ0,8,123,969992171,1201,Y,USA,Main,,,1996,,,11/10/2003,6/11/2008,SC,,,Electrical,,,"236210, 236220, 238210, 238220"
4,C & T CONSTRUCTION,,SUNNIE  HISSIM,,4082 NC HWY 109 N,,TROY,NC,27371-1974,,No,5LVP5,8,123,831414508,1201,Y,USA,Main,,,2009,,,,,,,,,,,"115310, 115310, 115310, 423310"
5,"POOLE, LANE",,LANE  POOLE,,1541 PEKIN RD,,TROY,NC,27371-8357,,No,5M2U7,8,123,831437699,1201,Y,USA,Main,,,2009,,,,,,,,,,,531110
6,"C & R CAUDILL FARM, INC.",,RUSSELL  CAUDILL,,1470 ETHER RD,,STAR,NC,27356-7796,,No,1XDF1,8,123,37411985,1201,Y,USA,Main,,,2001,,,,,,,,,,,"112111, 531110"
7,UWHARRIE OFF-ROAD TRAINING CENTER,,Michael S Fields,,4026 NC HIGHWAY 109 N,,TROY,NC,27371-1974,,Yes,6JU09,8,123,969621205,1201,Y,USA,Main,,https://UORTC.com,2011,,,,,LL,,,,,,611692
8,S A Pro Audio Inc. ,,BRENDA Davis,,157 MONTGOMERY XING ,,BISCOE,NC,27209-9592,,Yes,4ZYC8,8,123,612961511,1201,Y,USA,Main,,,2004,,,,,,,,,,,238210
9,"JOHNSON CNC, LLC ",,Ryan Johnson,,133 S Main St ,,STAR,NC,27356-0000,,No,74AX5,8,123,67471574,1201,Y,USA,Main,,,2011,,,,,,,,,,,
1,"Morningstar CNC Applications Engineering, Inc. ",Morningstar CAM Solutions ,Myra C Ledbetter,,407 B Commerce St ,,Albemarle,NC,28001-5767,,Yes,1QTC3,8,167,182900597,1201,Y,USA,Main,,http://www.morningstarcam.com,1986,,,1/23/2008,7/29/2011,SC,,,CAM Systems,,,"541512, 541519, 541519"
2,"Beverly, Walter ",,Walter Beverly,,24006 Indian Mound Rd Ext ,,Albemarle,NC,28001-6815,,No,7F7M5,8,167,79919347,1201,Y,USA,Main,,,2015,,,,,,,,,,,"115310, 115310, 115310"
3,LOGISTICS NETWORK INC.,,Roger Younts,,2055 PEE DEE AVE,,NORWOOD,NC,28128-6591,,No,1RZ46,8,167,931231752,1201,Y,USA,Main,,,1995,,,,,,,,,,,"238330, 238340, 238390, 337127, 484210, 541219, 541410, 541420, 541490, 541614, 541990, 561210, 561499, 561720, 561740, 561790, 811420"
4,SOUTH CENTRAL OIL CO INC,,WILLIAM  G Lisk,,2121 W MAIN ST,,ALBEMARLE,NC,28001-5423,,No,4APU3,8,167,41043332,1201,Y,USA,Main,,,1949,,,,,SC,,,,,,"424710, 424720, 447110"
5,"SEVEN OAKS SUPPLY HARDWARE DIVISION, INC. ",Seven Oaks Doors & Hardware ,Edwin Shimpock,,329 S Main St ,,Oakboro,NC,28129-7719,,Yes,306D9,8,167,789008455,1201,Y,USA,Main,,www.sevenoakshardware.com,1989,,,,,SC,,,,,,"444130, 444190, 561622"
6,Dun-Rite Laundry & Cleaners Inc,Dun-Rite Carpet Care,Judson Dry,,1223 Pee Dee Ave,,Albemarle,NC,28001-5142,,Yes,465Y4,8,167,24404386,901,Y,USA,Main,,http://www.dunritecleaners.com,1922,,,,,,,,,,,"236118, 236220, 238990, 561720, 561740, 561790, 562910, 562910, 811490, 812320, 812332"
7,BLISS LLC,,WILLIAM R HICKS,,621 NC 24-27 BYP E,,ALBEMARLE,NC,28001-5358,,Yes,3NGF2,8,167,132557120,1201,Y,USA,Main,,,2001,,,,,LL,,,,,,721110
8,CROSSROADS YAMAHA ,,JOHN A RAMANTANIN,,1935 E MAIN ST ,,ALBEMARLE,NC,28001-5333,,Yes,7AHT0,8,167,179298943,1201,Y,USA,Main,,crossroadsyamaha.com,2003,,,,,SC,,,,,,441228
9,"FABREX UNLIMITED, INC.",,EVELYN  M Poole,Sales,24181 HWY 49 N,,RICHFIELD,NC,28137-0000,"Industrial equipment & supplies, Safety Equipment & supplies. Specialize in textile related products such as high performance wipers, pre-saturated wipes, liquid and air filtration media, protective apparel, absorbents.",Yes,1BL94,8,167,130787070,1201,Y,USA,Main,,,1984,3/5/1999,3/5/2008,,,,3/5/1999,3/4/2011,"cheesecloth, food service, gauze, industrial textiles, industrial towels, muslin, rags, wiping cloth",,"Perf roll, heat seal, sonic welding, interleaving, folding and dye cut machinery.","314999, 423840, 424310"
10,"Eudy Properties & Services, Inc",Tlc At Home,Wendy P EUDY,,2211 W Main Street,,Albemarle,NC,28001-5425,,No,48D60,8,167,362912540,1201,Y,USA,Main,,,2005,,,,,,,,,,,621610
11,STEEL CONSTRUCT SYSTEMS LLC,,BILL G WILEY,,118 PINE FOREST RD,,LOCUST,NC,28097-9404,"Cold formed steel trusses, wall panels, metal deck and building components.",No,6N1M1,8,167,68803825,1201,Y,USA,Main,,,2011,,,,,LL,,,"Cold formed, steel trusses, steel wall panels, metal deck, steel components.",,Cold formed steel,332311
12,"UNITED PROTECTIVE TECHNOLOGIES, LLC",,BRENT  BARBEE,,142 CARA CT,,LOCUST,NC,28097-0000,,Yes,3EV52,8,167,129775834,1201,Y,USA,Main,,http://www.unitedprotec.com,2002,,,8/16/2010,12/2/2011,LL,,,Carbon Based Films,,,"325510, 332812, 332813, 541330, 541330, 541330, 541330, 541712, 541712, 541712, 541712"
13,MAYBURY FENCING INC,,ROGER  Mabry,,12842 US HWY 52,,NORWOOD,NC,28128-0000,,Yes,6DTX8,8,167,603023461,1201,Y,USA,Main,,,2004,,,,,SC,,,,,,331210
14,"DHARA HOSPITALITY GROUP, LLC",QUALITY INN,VIMAL  PATEL,,735 NC 2427 BYP E,,ALBEMARLE,NC,28001-5349,,Yes,5UGX1,8,167,832840859,1201,Y,USA,Main,,,2007,,,,,LL,,,,,,721110
15,"VTOL, LLC",,Ernest Hough,,170 Browns Hill Rd Ste 1,,Locust,NC,28097-6609,,Yes,6ENX0,8,167,968347828,1201,Y,USA,Main,,http://www.vtolfilms.com,2011,,,,,LL,,,,,,"326113, 336413"
16,"MACGRAFIX, LLC ",,Kim Bowers,,18942 MOLLY SPRINGS RD ,,OAKBORO,NC,28129-9503,,No,7F1J2,8,167,70555944,1201,Y,USA,Main,,http://www.macgrafixprinting.com/news-aviator/,2014,,,,,LL,,,,,,315280
17,TUCKER ENGINEERING ASSOCS INC,,Richard D Tucker,,110 MAIN ST W,,LOCUST,NC,28097-0000,,No,4TB72,8,167,849742473,601,Y,USA,Main,,,1978,,,,,,,,"gas, coal, solid waste",,,221210
18,"SHAYONA 2007, INC.",HAMPTON INN,jay patel,,2300 HWY 52 N,,ALBEMARLE,NC,28001-8507,,Yes,52L93,8,167,8890465,1201,Y,USA,Main,,,2007,,,,,,,,,,,721110
19,"JANITORIAL SPECIALISTS...AND MORE, INC, THE",,PORTIA  CHAPPELL,,603 SMITH ST,,ALBEMARLE,NC,28001-3021,janitorial and lawn sercvices,Yes,1X7R2,8,167,134790844,1201,Y,USA,Main,,,2005,,,6/18/2010,11/22/2011,,,,housekeeping,,"buffer, lawn mower, mop, etc.",561720
20,"STANLY INTERIORS, L.L.C. ",,Angela H Mabe,,1943 E Main St ,,Albemarle,NC,28001-5333,,Yes,7CKK2,8,167,198347747,1201,Y,USA,Main,,,2006,,,,,,,,,,,"238330, 238340"
21,"Eatman, Barrett ",,Barrett Eatman D Eatman,,25152 Cabin Ridge Rd ,,Albemarle,NC,28001-7794,,No,7BYR2,8,167,79678045,1201,Y,USA,Main,,,1998,,,,,,,,,,,541370
22,HORIZONS HYDRAULIC SALES & SERVICE,,Clifford  D Cook,,37615 PAULS XING RD,,RICHFIELD,NC,28137-8638,,Yes,5W8T6,8,167,4424920,1201,Y,USA,Main,,http://www.HorizonHydraulic.com,2000,,,6/14/2010,11/25/2011,,,,"Enerpac, Simplex, Rampac, Powerteam, Hydraulic wrench, hydraulic cylinder, hand pump, electric pump, air pump, hydraulic repair, machine repair, jacks, valves, hoses, high pressure",,,"326220, 332912, 333611, 333995, 333996, 333999, 423830, 423840, 444130, 488190, 488210, 811310, 811411"
23,New Technology Investments Incorporated ,ScanOnline ,Lee D Pickler,,1904 Hilco Street ,,Albemarle,NC,28001-6307,"Bar code systems provider. Provide bar code products, Asset Management software, Inventory software, and custom software.",Yes,1NCR3,8,167,96045898,1201,Y,USA,Main,,http://www.ScanOnline.com,1997,,,3/3/2006,1/13/2010,SC,,,"bar code software, barcode, asset management, inventory, tracking, RFID, Lab Tracking, bar code labels, scanners, bar code printers",,"Bar code scanner, bar code terminals, bar code printers",423430
24,"Superior Piping, Fabricators & Erectors, Inc ",,RALPH  L Buckles,Sales Engineer,605 Love Chapel Rd ,,Stanfield,NC,28163-5564,"electrical, boiler,erection,demolition,sheetmetal, roofing, general construction, process piping, painting, pipelines, sanitary piping, medical gas, chillers, piping, HVAC, fabrication, utility piping,cooling towers  pre-engineered structures,",Yes,1LNE3,8,167,69251358,1201,Y,USA,Main,,http://WWW.SUPERIORPIPING.NET,1999,8/10/1999,8/10/2008,5/7/2008,7/19/2010,,8/10/1999,9/7/2010,"HVAC, demolition, electrical, piping, erection, chillers, boilers, cooling towers, medical gas, roofing, sheetmetal, utilities, GC, general construction, special trades",,"12 Ton Boom Truck, forklifts, welders,air compressors, lifts, scaffolding, 12X50 Job-Site Trailer, Internet, Ready, dump truck, 2 Ton Flat Bed Truck,","236210, 236220, 237110, 237120, 237130, 238120, 238150, 238160, 238210, 238220, 238290, 238310, 238320, 238330, 238990"
25,"BURROUGHS, JOAN T",TAYLOR APPRAISAL SERVICES,JOAN T. BURROUGHS BURROUGHS,,10538 WILLOW COVE RD,,NORWOOD,NC,28128-0000,,No,6MWA1,8,167,838482339,1201,Y,USA,Main,,,2011,,,,,,,,,,,531320
26,24 HOUR TAX & ACCOUNTING,,Charlie Swaringen Jr,,2216 CARTER DR,,ALBEMARLE,NC,28001-9647,,Yes,3VYS3,8,167,148097939,1201,Y,USA,Main,,,1999,,,,,,,,Tax Services,,,"541213, 541214, 541219, 813920"
27,JUDITH WILLIAMS,JUDITH WILLIAMS APPRAISALS,JUDITH  G williams,,217 W MAIN ST,,ALBEMARLE,NC,28001-4816,,No,3WWZ0,8,167,166625319,1201,Y,USA,Main,,,,,,,,,,,,,,
1,"Hoist & Crane Systems, Inc. ",,MARK DUNN,,1020 Commercial Dr ,,Matthews,NC,28104-5004,,Yes,1RS44,9,179,85076271,601,Y,USA,Main,1520,http://www.hoist-crane.com,1977,,,,,,,,,,,"238290, 333922, 333923"
2,CLEAN CAPS LIMITED,,WILLIAM S BRYANT,,7507 RUSSELL RD,,INDIAN TRAIL,NC,28079-6781,,No,6D2H0,8,179,145690306,1201,Y,USA,Main,1520,,2003,,,,,LL,,,,,,315990
3,"MARKEE DISTRIBUTORS, LLC",,JOSEPH MARCHESANI,OWNER,218 K LINE DR,,MATTHEWS,NC,28104-7023,"Sales and service of specialty batteries: medical, communications & UPS replacement batteries. Also a source for: Nicad, Nimh, Lithium, Sealed Lead Acid & Alkaline batteries; UPS systems, patient electrodes, patient cables.",Yes,3KKQ1,9,179,138428987,1201,Y,USA,Main,1520,http://www.markeeonline.com,2003,,,,,LL,,,"Medical Batteries, Hand Radio Batteries, Radio Batteries, Battery, Nicad Battery, Nimh Battery, Lithium Batteries, Alkaline Batteries, Lead Acid Batteries, SLA, Flashlight Batteries, Defib Batteries, Pump Batteries, X-Ray Batteries, UPS Systems",Patient Electrodes,MEDICAL AND COMMUNICATIONS (LMR) BATTERIES.,"335911, 335912, 423120, 423610"
4,TUCKER INNOVATIONS INCORPORATED,,Tommy Tucker,,8525 BROXBURN LN,,WAXHAW,NC,28173-9054,,No,5T5F0,9,179,103382631,1201,Y,USA,Main,1520,http://www.tuckerinnovations.com,2001,,,,,SC,,,,,,541511
5,Taylor's Landscaping Service Inc ,,Dana Taylor,,3302 E HIGHWAY 218 ,,MONROE,NC,28110-7043,,No,7CVN7,8,179,788629439,1201,Y,USA,Main,1520,,2006,,,,,,,,,,,"111421, 221310, 561730"
6,"SIMPLE COM TOOLS, LLC ",,BRIAN  J. MCKEON,,113 Indian Trail Rd N # 102 ,,Indian Trail,NC,28079-7808,,Yes,6RR82,9,179,190559828,1201,Y,USA,Main,1520,http://www.simplecomtools.com,2003,,,,,LL,,,,,,"334111, 541511, 541512"
7,GENERAL HOSPITAL SUPPLY CORP,,JORDAN  BARNES,,2844 GRAY FOX RD,,MONROE,NC,28110-8422,,Yes,4ZNL0,8,179,55852834,1201,Y,USA,Main,1520,,1987,,,,,SC,,,,,,423450
8,"A P & T NORTH AMERICA, INC.",,STEFAN KNUDSEN,,4817 PERSIMMON CT,,MONROE,NC,28110-9314,,Yes,07SZ9,8,179,62531389,1201,Y,USA,Main,1520,,1990,,,,,,,,,,,423830
9,LEXI INCORPORATED,STERLING SERVICES,Steven S Taylor,,3372 SMITH FARM RD,,MATTHEWS,NC,28104-5040,"Sterling Services repairs, calibrates, and integrates industrial automation electronics. Programmable Logic Controllers (PLCs), AC/DC/Servo Drives, Temperature Controllers, Timers, Industrial Computers, HMI/MMI, Interfaces, Displays, Soft-Starts, & more.",Yes,4C4R3,9,179,794302745,1201,Y,USA,Main,1520,http://www.sterlingservices.com,1997,,,,,,,,"PLC, repair, electronic, ac, drives, dc, servo, modicon, allen-bradley, westinghouse, siemens, texas instruments, rockwell, panelview, panelmate, circuit board repair, calibration, industrial controls, control repair, plc programming, temperature controls","controllers, programmable logic, koyo, ge","If it has a circuit board in it, we can fix it, or supply a replacement. We design and retrofit controls, and provide programming services. We handle current and obsolete electronics and components.","238210, 423610, 423690, 423830, 811211, 811219, 811310"
10,"CRYSTAL WORKS, LLC",,Kelly ARAYA,,2709 LIBERTY HALL CT,,WAXHAW,NC,28173-7987,,No,50MR1,9,179,809806008,1201,Y,USA,Main,1520,http://www.CrystalWorksGETS.com,2006,,,,,LL,,,,,,"221114, 541330, 541330, 541330, 541330, 541512, 541513, 561110, 561499, 813211"
11,"INDUSTRIAL ALLOYS, INC.",,JIMMY  HINSON,GOVERNMENT SALES,1021 VAN BUREN AVE,,INDIAN TRAIL,NC,28079-5541,METAL DISTRIBUTOR/FABRICATION,Yes,8Y435,9,179,113340095,1201,Y,USA,Main,1520,,1983,,,,,,,,"STEEL, METAL, FABRICATION",,,"331210, 331315, 332111, 332322, 332996"
12,"Icemorelee Investors, LLC ",,Jenee McClain-Bankhead,,1611 Icemorlee St ,,Monroe,NC,28110-2645,,No,6A4N4,8,179,189035652,1201,Y,USA,Main,1520,,2008,,,,,LL,,,,,,531110
13,"XCL MEDICAL, INC.",,Brian Walsh,,5012 OXFORDSHIRE RD,,WAXHAW,NC,28173-7324,,Yes,593K2,9,179,95668252,1201,Y,USA,Main,1520,https://www.xclmedical.com,2001,,,,,SC,,,,,,"423450, 532291"
14,U S SPECIALTY COLOR CORPORATION,,MARK  HUFF,General Manager,5624 CANNON DR,,MONROE,NC,28110-9139,"Manufacturer and supplier of dyes and chemicals for metal finishing. Includes organic and inorganic dyes for anodized aluminum, anodizing additives, cleaners, etchants, fume suppressants, sealants and chromate conversions",Yes,3DCT1,8,179,139683247,1201,Y,USA,Main,1520,HTTP://WWW.USSPECIALTY.COM,1984,,,,,SC,,,"Metal finishing, Dyes, Chemicals, Aluminum",,"Chromate conversion coating, Aurous 19, has been on government qualified list since 1979 and resides on the qualified products list under military specification MIL-C-81706 and meets Mil. Spec C-5541","325130, 325199"
15,Page Operations and Consulting LLC ,,Michael W Page,,8714 Beaminster Pl ,,Waxhaw,NC,28173-6596,,No,72Q61,9,179,79290291,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,"485113, 541611, 541614, 561210"
16,"CAROLINA WOOD PRODUCTS OF MARSHVILLE, INC.",,IRIS  HORNE,,1112 DOCTOR BLAIR RD,,MARSHVILLE,NC,28103-9704,,No,5AT52,8,179,47287875,1201,Y,USA,Main,1520,,1968,,,,,SC,,,,,,321920
17,"QEMS, INC.",,Phuong Nguyen,,1310 AIRPORT RD STE B,,MONROE,NC,28110-7390,"QEMS, Inc. is a contract manufacturer specializing in the assembly of electronic printed ciruits. Services include SMT and throughhole placement, cable and harness assembly.",No,1X6K3,9,179,103382649,1201,Y,USA,Main,1520,http://www.qemsinc.com,2002,,,,,SC,,,"Electronics Assembly, PCB Assembly, Electronics, SMT, Pb-free, Manufacturing, Cable Assembly, EMS Provider, Prototype Builds, Box builds, Printed Circuits",,"QEMS, Inc. is lead-free comliant.",334418
18,"WHITESEL, STEPHEN A",,STEPHEN   A WHITESEL,,213 S CLIFF DR,,WAXHAW,NC,28173-7820,,No,6EH59,9,179,968405980,1201,Y,USA,Main,1520,,2011,,,,,,,,,,,611710
19,"PLiiNC, Inc. ",,Paul Pazzaglini,,1017 Baron Rd ,,Waxhaw,NC,28173-8361,,No,78NH0,9,179,79559387,1201,Y,USA,Main,1520,http://www.pliinc.com,2012,,,,,,,,,,,334220
20,SIERRA IC INC,,JOSEPH   SATALINO,,209 KINDLING WOOD LN,,WAXHAW,NC,28173-6103,,Yes,4Q251,9,179,153241604,1201,Y,USA,Main,1520,HTTP://www.sierraic.com,2004,,,,,,,,,,,"334413, 423690"
21,X TERMINATORS INC. ,X-Terminators Pest Control ,Aaron McPhatter,,6911 Oakland Ave. ,,Indian Trail,NC,28079-8536,,Yes,7DEM3,8,179,65203433,1201,Y,USA,Main,1520,www.xterminatorspestcontrol.com,2012,,,,,,,,,,,561710
22,"STRATEGICON, INC",,ROBERT BILLS Bills,,1013 FIRETHORNE CLUB DRIVE,,WAXHAW,NC,28173-6552,,No,4TBT7,9,179,801372397,1201,Y,USA,Main,1520,,2007,,,,,SC,,,,,,"541611, 541612, 541613, 541618, 541990, 611430"
23,M3 PRODUCTS COM,SCIENSCOPE PRODUCTS,SUSAN VINCENTI,,1537 GOLDEN RAIN DR,,MATTHEWS,NC,28104-6215,,Yes,5BNJ6,9,179,828520630,1201,Y,USA,Main,1520,http://www.scienscopeproducts.com,2008,,,,,,,,"MICROSCOPE, LAB MICROSCOPE, INSPECTIO MICROSCOPE, VIDEO MEASUREMENT, TRINOCULAR, BINOCULAR, MICROSCOPE CAMERA, MICROSCOPE LIGHTING, MICROSCOPE LED, MICROSCOPE ACCESSOR, MICROSCOPE STANDS, COMPOUND MICROSCOPE, FIBER OPTIC ILLUM, FIBER OPTIC LIGHT","HD MICROSCOPE CAMERA, MICROSCOPE LENSES, MICROSCOPE EYEPIECES, MICROSCOPE VIDEO, VIDEO INSPECTION, VIDEO INSPECTION SYS",,"333314, 334516, 454111"
24,"Richards & Black, LLC ",,Shaun R Heptinstall,,1002 Pine Twig Way ,,Matthews,NC,28104-6893,,Yes,754D5,9,179,79414935,1201,Y,USA,Main,1520,www.richardsandblack.com,2014,,,,,LL,,,,,,561612
25,"Punch Technologies, Inc. ",Punch Technologies ,Gregory Artzt,,2014 Climbing Rose Ln ,,Matthews,NC,28104-6230,,Yes,7EGU4,9,179,78529253,1201,Y,USA,Main,1520,http://www.punchalert.com,2012,,,,,,,,,,,"423430, 517919"
26,"Dawn Development Co., Inc. ",,Charlotte Palmer,,1815 N Rocky River Rd ,,Monroe,NC,28110-7961,,No,7F2R4,8,179,44584352,1201,Y,USA,Main,1520,,2000,,,,,SC,,,,,,"221210, 237120"
27,CASA FIORA LLC,,Ellen Miller,,4817 STARCREST DR,,MONROE,NC,28110-8496,,Yes,4HVZ5,8,179,131827854,1201,Y,USA,Branch,1520,www.casafiora.com,2002,,,,,LL,,,,,,314120
28,"EDWARDS, JOHN CO INC",,LARRY Meade,,5030 SMITH FARM RD,,INDIAN TRAIL,NC,28079-0000,,No,35FH5,8,179,46150801,801,Y,USA,Main,1520,http://www.johnedwardsco.com,1964,,,,,,,,,,,"423830, 423840, 424610"
29,AIRBORNE TREE SERVICE LLC ,,WILLIAM S COOK,,7922 DEER LN ,,WAXHAW,NC,28173-9194,,Yes,73DT0,9,179,57087167,1201,Y,USA,Main,1520,,2012,,,,,LL,,,,,,"238910, 561730"
30,"Shoulder Options, Inc.",,Mike Burgan,,100 E South Main St,,Waxhaw,NC,28173-7013,,Yes,6JTG9,9,179,53545528,1201,Y,USA,Main,1520,www.shoulderoptions.com,2008,,,,,,,,,,,813920
31,morrison appraisal inc ,,Andy Morrison,,613 EUCLID ST ,,MONROE,NC,28110-2706,,No,7CKW6,8,179,127323640,1201,Y,USA,Main,1520,,1985,,,,,,,,,,,531320
32,INTERNATIONAL CONSTRUCTION EQUIPMENT INC,,JOYCE Woodward,,301 WAREHOUSE DR,,MATTHEWS,NC,28104-8100,,Yes,1LFT8,9,179,66318189,1201,Y,USA,Main,1520,,1974,,,,,,,,,,,333120
33,"Applied Automation, LLC",,Scott Miles,,1064 Van Buren Ave Ste 1,,Indian Trail,NC,28079-5569,"Custom industrial controls panel build, subassembly, and systems integration of industrial controls applications",Yes,6J2B1,9,179,969006514,1201,Y,USA,Main,1520,http://www.appliedautomation4u.com,2000,8/26/2003,8/26/2012,,,LL,8/26/2003,9/16/2014,"Systems integrator, subassembly, panel build fab",,,"221310, 238210, 238290, 334418, 334419, 334515, 335931, 335999, 423850, 541511, 541512, 541519, 541519, 541611, 561621, 811211, 811310"
34,"HALL, JAMES",,JAMES W. HALL,,204 CEDAR ST  WINGATE UNIVERSITY,,WINGATE,NC,28174-0000,,No,43EY6,8,179,128287583,1201,Y,USA,Main,1520,,2002,,,,,,,,,,,"511120, 541690, 541990"
35,Carolina Rampit USA ,,Patrick M Neel,,3224 Westwood Industrial Dr ,,Monroe,NC,28110-5231,,Yes,71MB7,9,179,78511673,1201,Y,USA,Main,1520,,2007,,,,,LL,,,,,,"236118, 238190"
36,"Summerlin II, William Newsom ",W. Newsom Summerlin ,William N. Summerlin,,1008 Foxfield Rd ,,Waxhaw,NC,28173-7540,,No,73BY5,9,179,79348385,1201,Y,USA,Main,1520,,2014,,,,,,,,,,,"561611, 611430"
37,"Medical A.V. Solutions, LLC ",,Clifford J Deason,,9615 Belmont Ln ,,Waxhaw,NC,28173-7584,,Yes,740S5,9,179,79292283,1201,Y,USA,Main,1520,,2014,,,,,SC,,,,,,541512
